id,loan_amnt_USD_USD,funded_amnt_EUR,exchange_rate_USD,total_pymnt_USD,funded_amnt_USD,loan_amnt_EUR_USD,installment_EUR,int_rate_USD,exchange_rate,installment_USD,issue_date,loan_status,term_months,sub_grade,verification_status,state_address
37620643.0,24000.0,651.5529137229892,21261.601328880497,8808.33,10.0,885.9000553700207,7803.300034717415,0.0006,1.1287955045700073,735.47,1.0,1.0,36.0,2.0,1.0,1.0
37621437.0,32000.0,1032.578527537635,28348.801771840663,13920.92,320.0,28348.801771840663,12332.54379880163,0.0006,1.1287955045700073,1165.57,1.0,1.0,36.0,21.0,1.0,1.0
37621803.0,4700.0,133.36339433540292,4163.730260239097,68616520.0,47.0,4163.730260239097,60787378.86729813,0.0006,1.1287955045700073,150.54,1.0,1.0,36.0,7.0,0.0,2.0
37640409.0,11200.0,262.8199694266241,9922.080620144232,1174.24,112.0,9922.080620144232,1040.2592810176932,0.001999,1.1287955045700073,296.67,1.0,0.0,60.0,23.0,0.0,1.0
37641179.0,1000.0,771.4860632189826,885.9000553700207,10426.9,280.0,24805.20155036058,9237.19128733767,0.0006,1.1287955045700073,870.85,1.0,1.0,36.0,4.0,1.0,1.0
37641650.0,35000.0,964.3553642735898,31006.501937950725,13048.16,350.0,31006.501937950725,11559.36566647689,0.0006,1.1287955045700073,1088.56,1.0,1.0,36.0,5.0,1.0,2.0
37651425.0,5150.0,161.50843909450847,4562.385285155607,2202.11,51.5,4562.385285155607,1950.8493709308766,0.0016489999999999999,1.1287955045700073,182.31,1.0,1.0,36.0,18.0,1.0,2.0
37652106.0,25000.0,27.834979739726055,22147.501384250518,10443.25,250.0,22147.501384250518,9251.67575324297,0.001559,1.1287955045700073,31.42,1.0,1.0,36.0,16.0,1.0,2.0
37671458.0,35000.0,964.3553642735898,31006.501937950725,13033.59,350.0,31006.501937950725,11546.458102670149,0.0006,1.1287955045700073,1088.56,1.0,1.0,36.0,4.0,1.0,4.0
37671833.0,7500.0,223.84036699034314,6644.250415275155,3018.51,75.0,6644.250415275155,2674.0981761349617,0.0006,1.1287955045700073,252.67,1.0,1.0,36.0,12.0,0.0,2.0
37672125.0,15000.0,404.4488112786293,13288.50083055031,5468.43,150.0,13288.50083055031,4844.4824397870825,0.0006,1.1287955045700073,456.54,1.0,1.0,60.0,1.0,0.0,1.0
37680706.0,35000.0,974.3571758987173,31006.501937950725,13183.54,350.0,31006.501937950725,11679.298815972885,0.0006,1.1287955045700073,1099.85,1.0,1.0,36.0,5.0,1.0,1.0
37680875.0,15000.0,273.72539910822906,13288.50083055031,3693.31,150.0,13288.50083055031,3271.903533498651,0.0006,1.1287955045700073,308.98,1.0,1.0,60.0,6.0,1.0,0.0
37691298.0,25000.0,456.21195151389963,22147.501384250518,6155.56,10.0,885.9000553700207,5453.210944833485,0.0006,1.1287955045700073,514.97,1.0,1.0,60.0,6.0,1.0,3.0
37691377.0,23600.0,449.2753540803523,20907.24130673249,6058.17,10.0,885.9000553700207,5366.933138440999,0.0006,1.1287955045700073,507.14,1.0,1.0,60.0,8.0,1.0,3.0
37691997.0,8000.0,217.1872575745143,7087.200442960166,8164.08,80.0,7087.200442960166,7232.558924045279,0.0006,1.1287955045700073,245.16,1.0,1.0,36.0,2.0,0.0,4.0
37692393.0,10000.0,194.57022916091765,8859.000553700207,2622.85,100.0,8859.000553700207,2323.582960227259,0.0006,1.1287955045700073,219.63,1.0,1.0,60.0,10.0,0.0,3.0
37700602.0,26850.0,709.7919833630143,23786.41648668506,32358.25,268.5,23786.41648668506,28666.175466676974,0.002583,1.1287955045700073,801.21,1.0,1.0,60.0,35.0,1.0,1.0
37730598.0,9600.0,27.834979739726055,8504.640531552199,3874.11,96.0,8504.640531552199,3432.074263509551,0.0006,1.1287955045700073,31.42,1.0,1.0,36.0,12.0,0.0,1.0
37731126.0,12000.0,256.21115501356365,10630.800664440249,13336.65,120.0,10630.800664440249,11814.938973450588,0.0006,1.1287955045700073,289.21,1.0,1.0,60.0,16.0,1.0,1.0
37750229.0,32000.0,678.0763518348675,28941.290659049486,9801.44,320.0,28941.290659049486,8864.572622413563,0.001431,1.1056866943836212,749.74,0.0,1.0,60.0,14.0,1.0,4.0
37750958.0,32000.0,881.7008891075668,28348.801771840663,11909.83,320.0,28348.801771840663,10550.919056447534,0.0006,1.1287955045700073,995.26,1.0,1.0,60.0,4.0,1.0,3.0
37751648.0,24000.0,651.5529137229892,21261.601328880497,8808.33,240.0,21261.601328880497,7803.300034717415,0.0006,1.1287955045700073,735.47,1.0,1.0,36.0,2.0,1.0,1.0
37752011.0,25000.0,735.509661970406,22147.501384250518,9929.57,250.0,22147.501384250518,8796.606612800497,0.0006,1.1287955045700073,830.24,1.0,1.0,36.0,10.0,1.0,4.0
37811574.0,18000.0,328.47402253009625,15946.200996660373,4432.02,180.0,15946.200996660373,3926.32676340104,0.0006,1.1287955045700073,370.78,1.0,1.0,60.0,6.0,1.0,2.0
37811673.0,35000.0,1089.9494151233976,31006.501937950725,13041.12,350.0,31006.501937950725,11553.128930087085,0.0015990000000000002,1.1287955045700073,1230.33,1.0,0.0,36.0,17.0,1.0,1.0
37821356.0,11550.0,271.04112194045786,10232.14563952374,3645.75,115.5,10232.14563952374,3229.770126865253,0.001999,1.1287955045700073,305.95,1.0,1.0,60.0,23.0,0.0,2.0
37841440.0,25000.0,719.7494999853734,22147.501384250518,8922.38,250.0,22147.501384250518,7904.336936032365,0.0006,1.1287955045700073,812.45,1.0,1.0,36.0,8.0,1.0,2.0
37866237.0,28000.0,851.527133221664,24805.20155036058,11489.88,280.0,24805.20155036058,10178.885328194894,0.001431,1.1287955045700073,961.2,1.0,1.0,36.0,14.0,1.0,2.0
37866544.0,20000.0,397.63623985283385,17718.001107400414,5372.43,200.0,17718.001107400414,4759.436034471561,0.0006,1.1287955045700073,448.85,1.0,1.0,60.0,11.0,1.0,1.0
37887123.0,8000.0,236.72135379542323,7087.200442960166,1592.25,80.0,7087.200442960166,1410.5743631629155,0.0006,1.1287955045700073,267.21,1.0,0.0,36.0,15.0,0.0,4.0
37887364.0,15000.0,346.47551165521514,13288.50083055031,4661.13,150.0,13288.50083055031,4129.295325086865,0.001924,1.1287955045700073,391.1,1.0,1.0,60.0,22.0,0.0,4.0
37907332.0,21300.0,463.8041149884206,18869.671179381443,6243.45,213.0,18869.671179381443,5531.072700699956,0.0006,1.1287955045700073,523.54,1.0,1.0,60.0,18.0,1.0,4.0
37917304.0,6000.0,164.10412625674266,5315.400332220124,2218.22,10.0,885.9000553700207,1965.1212208228872,0.0006,1.1287955045700073,185.24,1.0,1.0,36.0,3.0,1.0,4.0
37927296.0,10000.0,244.6324412898775,8859.000553700207,68616520.0,100.0,8859.000553700207,60787378.86729813,0.002199,1.1287955045700073,276.14,1.0,1.0,60.0,25.0,1.0,3.0
37927549.0,35000.0,1097.6124506023484,31006.501937950725,6130.77,350.0,31006.501937950725,5431.249482460862,0.0016489999999999999,1.1287955045700073,1238.98,1.0,0.0,36.0,18.0,1.0,4.0
37938334.0,18000.0,27.834979739726055,15946.200996660373,5087.88,180.0,15946.200996660373,4507.353173716021,0.001431,1.1287955045700073,31.42,1.0,1.0,60.0,14.0,1.0,3.0
37948249.0,12000.0,368.47241003005274,10630.800664440249,4971.17,120.0,10630.800664440249,4403.959778253786,0.0014990000000000001,1.1287955045700073,415.93,1.0,1.0,36.0,15.0,0.0,3.0
37948610.0,4800.0,147.66389143446906,4341.193598857423,1951.95,48.0,4341.193598857423,1765.373509435364,0.001366,1.1056866943836212,163.27,0.0,1.0,36.0,13.0,0.0,2.0
37958255.0,10000.0,294.2074083883839,8859.000553700207,4009.7,100.0,8859.000553700207,3552.193452017172,0.0006,1.1287955045700073,332.1,1.0,1.0,60.0,10.0,1.0,1.0
37978181.0,12000.0,27.834979739726055,10630.800664440249,7548.35,120.0,10630.800664440249,6687.083682952297,0.001431,1.1287955045700073,31.42,1.0,1.0,36.0,14.0,0.0,2.0
37998364.0,8400.0,255.4581399664992,7441.560465108174,3446.96,84.0,7441.560465108174,3053.662054858247,0.0006,1.1287955045700073,288.36,1.0,1.0,36.0,14.0,0.0,1.0
37998603.0,24000.0,454.2649052743813,21384.719560992413,3555.42,240.0,21384.719560992413,3167.9858175643185,0.0006,1.122296690940857,509.82,6.0,1.0,60.0,8.0,0.0,4.0
38018251.0,11200.0,213.2184253264566,9922.080620144232,2875.11,112.0,9922.080620144232,2547.0601081949003,0.0006,1.1287955045700073,240.68,1.0,1.0,60.0,8.0,1.0,4.0
38028516.0,6000.0,185.79981861275445,5315.400332220124,6281.35,60.0,5315.400332220124,5564.64831279848,0.001559,1.1287955045700073,209.73,1.0,1.0,36.0,16.0,1.0,1.0
38058468.0,8000.0,245.65122635355308,7087.200442960166,3314.16,10.0,885.9000553700207,2936.0145275051077,0.0014990000000000001,1.1287955045700073,277.29,1.0,1.0,36.0,15.0,0.0,3.0
38078645.0,1000.0,118.98523643674748,885.9000553700207,3687.54,38.75,3432.8627145588302,3266.7918901791663,0.0014990000000000001,1.1287955045700073,134.31,1.0,1.0,36.0,15.0,0.0,2.0
38098252.0,6000.0,184.2406345153032,5315.400332220124,197.98,60.0,5315.400332220124,175.39049296215669,0.0014990000000000001,1.1287955045700073,207.97,1.0,0.0,36.0,15.0,1.0,3.0
38108327.0,1200.0,36.16244026020425,1063.0800664440249,488.02,12.0,1063.0800664440249,432.33694502167754,0.001366,1.1287955045700073,40.82,1.0,0.0,36.0,13.0,1.0,1.0
38141178.0,4750.0,150.32838039573883,4208.025263007598,2027.23,47.5,4208.025263007598,1795.9231692477672,0.001714,1.1287955045700073,169.69,1.0,1.0,60.0,19.0,0.0,2.0
38141958.0,10000.0,316.13837968346087,9044.153330952964,10961.22,100.0,9044.153330952964,9913.495437430824,0.001559,1.1056866943836212,349.55,0.0,1.0,36.0,16.0,1.0,1.0
38151414.0,26800.0,556.2655037673896,23742.121483916555,68616520.0,268.0,23742.121483916555,60787378.86729813,0.001431,1.1287955045700073,627.91,1.0,1.0,60.0,14.0,1.0,1.0
38151481.0,25000.0,674.0724931304951,22147.501384250518,68616520.0,250.0,22147.501384250518,60787378.86729813,0.0006,1.1287955045700073,760.89,1.0,1.0,36.0,1.0,1.0,4.0
38151638.0,14475.0,27.834979739726055,12823.40330148105,4858.78,144.75,12823.40330148105,4304.393471030749,0.002299,1.1287955045700073,31.42,1.0,1.0,60.0,26.0,1.0,2.0
38162231.0,12000.0,273.0875510683626,10630.800664440249,3686.76,10.0,885.9000553700207,3266.100888135978,0.0018539999999999997,1.1287955045700073,308.26,1.0,1.0,60.0,21.0,1.0,2.0
38162496.0,11700.0,395.79356773766415,10365.030647829242,5346.95,117.0,10365.030647829242,4736.863301060733,0.002199,1.1287955045700073,446.77,1.0,1.0,36.0,25.0,1.0,1.0
38171495.0,11325.0,27.834979739726055,10032.818127065486,3418.17,113.25,10032.818127065486,3028.156992264144,0.0017859999999999998,1.1287955045700073,31.42,1.0,1.0,60.0,20.0,1.0,2.0
38171566.0,6250.0,179.94401924675861,5536.875346062629,68616520.0,62.5,5536.875346062629,60787378.86729813,0.0006,1.1287955045700073,203.12,1.0,1.0,36.0,8.0,0.0,1.0
38171736.0,28000.0,742.5348494094902,24805.20155036058,9977.18,280.0,24805.20155036058,8838.784314436663,0.0025989999999999997,1.1287955045700073,838.17,1.0,1.0,60.0,34.0,1.0,2.0
38171949.0,20000.0,409.1529405726441,17718.001107400414,5511.84,200.0,17718.001107400414,4882.939361190695,0.001366,1.1287955045700073,461.85,1.0,1.0,60.0,13.0,1.0,3.0
38171990.0,35000.0,920.4767345311126,31006.501937950725,35522.06,350.0,31006.501937950725,31468.994920857196,0.002557,1.1287955045700073,1039.03,1.0,1.0,60.0,30.0,1.0,1.0
38172140.0,9900.0,277.55248734742753,8770.410548163205,3750.06,99.0,8770.410548163205,3322.1783616408998,0.0006,1.1287955045700073,313.3,1.0,1.0,36.0,6.0,1.0,1.0
38181359.0,24000.0,498.1504601351163,21261.601328880497,6709.56,240.0,21261.601328880497,5943.9995755084765,0.001431,1.1287955045700073,562.31,1.0,1.0,60.0,14.0,1.0,2.0
38182010.0,20000.0,639.3097749577754,17718.001107400414,7918.31,200.0,17718.001107400414,7014.831267436989,0.0017859999999999998,1.1287955045700073,721.65,1.0,1.0,36.0,20.0,1.0,1.0
38191359.0,4750.0,147.92759124568605,4208.025263007598,4974.84,47.5,4208.025263007598,4407.2110314569945,0.0015990000000000002,1.1287955045700073,166.98,1.0,0.0,36.0,17.0,1.0,4.0
38201230.0,15000.0,447.6807339806863,13288.50083055031,1999.71,150.0,13288.50083055031,1771.5431997239841,0.0006,1.1287955045700073,505.34,1.0,0.0,36.0,15.0,1.0,2.0
38211297.0,20625.0,610.2965481444073,18271.688642006677,8238.41,206.25,18271.688642006677,7298.407875160932,0.0006,1.1287955045700073,688.9,1.0,1.0,36.0,11.0,1.0,4.0
38211876.0,32000.0,717.7207888585759,28348.801771840663,9658.42,320.0,28348.801771840663,8556.394812786915,0.0017859999999999998,1.1287955045700073,810.16,1.0,1.0,60.0,20.0,1.0,4.0
38212467.0,1000.0,602.6423716660103,885.9000553700207,8132.76,200.0,17718.001107400414,7204.8125343110905,0.001366,1.1287955045700073,680.26,1.0,1.0,36.0,13.0,1.0,2.0
38212617.0,10800.0,258.78912417469047,9567.720597996224,3480.25,108.0,9567.720597996224,3083.1536677015147,0.0020989999999999997,1.1287955045700073,292.12,1.0,1.0,60.0,24.0,1.0,1.0
38212702.0,20000.0,394.03948562803157,17718.001107400414,5324.16,200.0,17718.001107400414,4716.673638798849,0.0006,1.1287955045700073,444.79,1.0,1.0,60.0,10.0,1.0,3.0
38221902.0,5000.0,135.74646548434828,4429.500276850104,1835.15,50.0,4429.500276850104,1625.7594866122936,0.0006,1.1287955045700073,153.23,1.0,1.0,36.0,2.0,1.0,2.0
38232469.0,6225.0,187.57161872349448,5514.727844678379,2545.7,62.25,5514.727844678379,2255.2357709554617,0.001366,1.1287955045700073,211.73,1.0,1.0,36.0,13.0,1.0,2.0
38242030.0,4000.0,121.65179560341124,3543.600221480083,1641.48,40.0,3543.600221480083,1454.1872228887817,0.001431,1.1287955045700073,137.32,1.0,1.0,36.0,14.0,0.0,2.0
38242401.0,19500.0,553.2977385819001,17275.051079715406,7474.16,195.0,17275.051079715406,6621.358757844394,0.0006,1.1287955045700073,624.56,1.0,1.0,36.0,7.0,1.0,4.0
38261283.0,7000.0,192.87816005516092,6201.300387590145,2389.09,70.0,6201.300387590145,2116.494963283963,0.0006,1.1287955045700073,217.72,1.0,1.0,36.0,4.0,0.0,2.0
38261765.0,18000.0,492.30351976967427,15946.200996660373,6654.54,180.0,15946.200996660373,5895.257354462018,0.0006,1.1287955045700073,555.71,1.0,1.0,36.0,3.0,0.0,1.0
38272059.0,5000.0,152.06474450426407,4429.500276850104,2051.85,50.0,4429.500276850104,1817.734028610977,0.001431,1.1287955045700073,171.65,1.0,1.0,36.0,14.0,1.0,0.0
38272154.0,14000.0,392.4980195316877,12402.60077518029,5303.11,140.0,12402.60077518029,4698.02544263331,0.0006,1.1287955045700073,443.05,1.0,1.0,36.0,6.0,1.0,3.0
38281530.0,10000.0,307.0618181918029,8859.000553700207,4142.66,100.0,8859.000553700207,3669.9827233791702,0.0014990000000000001,1.1287955045700073,346.61,1.0,1.0,36.0,15.0,1.0,2.0
38282489.0,6000.0,167.03645544001742,5315.400332220124,2257.14,60.0,5315.400332220124,1999.6004509778886,0.0006,1.1287955045700073,188.55,1.0,1.0,36.0,5.0,0.0,1.0
38291244.0,20000.0,591.7989549882813,17718.001107400414,14088.74,200.0,17718.001107400414,12481.215546093827,0.0006,1.1287955045700073,668.02,1.0,1.0,36.0,11.0,1.0,2.0
38301173.0,24000.0,522.601301663329,21261.601328880497,7034.95,10.0,885.9000553700207,6232.262594525328,0.0016489999999999999,1.1287955045700073,589.91,1.0,1.0,60.0,18.0,1.0,4.0
38311414.0,15000.0,306.8669201796215,13288.50083055031,4145.3,150.0,13288.50083055031,3672.321499525347,0.001366,1.1287955045700073,346.39,1.0,1.0,60.0,13.0,0.0,2.0
38311693.0,2500.0,70.94287643403126,2214.750138425052,718.08,25.0,2214.750138425052,636.1471117601045,0.0006,1.1287955045700073,80.08,1.0,0.0,36.0,7.0,1.0,1.0
38312082.0,10000.0,294.2074083883839,8859.000553700207,68616520.0,100.0,8859.000553700207,60787378.86729813,0.0006,1.1287955045700073,332.1,1.0,1.0,36.0,10.0,1.0,3.0
38312255.0,12675.0,246.61685741390636,11228.783201815013,3324.45,126.75,11228.783201815013,2945.1304390748655,0.0006,1.1287955045700073,278.38,1.0,1.0,60.0,9.0,1.0,3.0
38321857.0,13000.0,27.834979739726055,11516.70071981027,5123.32,130.0,11516.70071981027,4538.749471678335,0.0006,1.1287955045700073,31.42,1.0,1.0,36.0,9.0,1.0,4.0
38341427.0,25000.0,674.0724931304951,22147.501384250518,21153.04,250.0,22147.501384250518,18739.479307244266,0.0006,1.1287955045700073,760.89,1.0,1.0,36.0,1.0,1.0,2.0
38342108.0,20000.0,469.3232723333759,17718.001107400414,20133.27,200.0,17718.001107400414,17836.065007779576,0.001999,1.1287955045700073,529.77,1.0,1.0,60.0,23.0,1.0,2.0
38342391.0,9500.0,266.3458516469967,8416.050526015197,3598.65,95.0,8416.050526015197,3188.044234257325,0.0006,1.1287955045700073,300.65,1.0,0.0,36.0,6.0,0.0,1.0
38342504.0,35000.0,856.195826513464,31006.501937950725,12478.59,10.0,885.9000553700207,11054.783571939788,0.002199,1.1287955045700073,966.47,1.0,1.0,60.0,25.0,1.0,4.0
38362671.0,14525.0,27.834979739726055,12867.698304249552,3857.01,145.25,12867.698304249552,3416.925372562724,0.0006,1.1287955045700073,31.42,1.0,1.0,60.0,10.0,0.0,4.0
38382064.0,1000.0,265.008142563388,885.9000553700207,3566.83,120.0,10630.800664440249,3159.854894495451,0.001714,1.1287955045700073,299.14,1.0,1.0,60.0,19.0,0.0,1.0
38413636.0,12000.0,334.0640518794811,10630.800664440249,4514.16,120.0,10630.800664440249,3999.0945939491326,0.0006,1.1287955045700073,377.09,1.0,1.0,36.0,5.0,0.0,3.0
38413974.0,9000.0,278.70415741940855,7973.100498330186,3490.96,90.0,7973.100498330186,3092.6416572945277,0.001559,1.1287955045700073,314.6,1.0,1.0,36.0,16.0,1.0,1.0
38414180.0,1000.0,611.2976152069754,885.9000553700207,8251.43,260.5,23077.696442389042,7309.942293881851,0.001999,1.1287955045700073,690.03,1.0,1.0,60.0,23.0,1.0,4.0
